"","KnowledgeAssessmentID","RecentVersion","KnowledgeAssessmentName","ExamID","QuestionName","CorrectAnswer","QuestionID","TaxonomyURIorName","SME_assignment","tiebreaker"
"111","fcac8de3-1cf1-4f55-80c7-311c445ae49c",1,"Fetal Monitoring Assessment",225,"Which of the following could potentially explain the FHR pattern in Question #18?","PROM, 39 weeks, Temperature 101°","2d3d05f6-d4bd-43cb-a6a7-3a188358f87d","Obstetric Care","SME 2","SME 3"
"112","a6a89ed1-990b-4536-a4e9-271e38f871ac",2,"CNA: Certified Nursing Assistant Assessment",210,"Which temperature should the CNA report to the nurse immediately?","103.5°F (39.7°C)","81c686f3-bba8-4018-a966-04b2e40f1b08","CNA: Certified Nursing Assistant Assessment","SME 2","SME 3"
"113","3d4c134a-9dbe-45e3-a0be-cbe98ce3cf48",1,"Radiology: Sonographer Assessment",517,"Which of the following characteristics may breast malignancies demonstrate on ultrasound?","Taller-than-wide orientation","cb7d2685-f49a-4c23-a897-b0f4f1cab421","Radiologic Technologist","SME 2","SME 3"
"114","1ff3dedb-bf84-4b99-aa9c-fece4cc8e0ca",1,"RN: Endoscopy Assessment",381,"Helicobacter pylori is a gram-negative bacterium that inhabits the small intestine.","FALSE","d5482e41-c807-46fc-b096-853c48ad4d1a","Nursing: Registered Nurse - RN","SME 2","SME 3"
"115","c7fd554e-78f4-47a7-ac3d-7abcef0af7a7",1,"Allied: Surgical Technologist Assessment",505,"Flash sterilization is used:","only when absolutely necessary.","c28f244d-c327-4d20-bfb6-b1e616ea112e","Surgical Technologist","SME 2","SME 3"
"116","23b5af07-f809-4cd9-b9e3-64a74e7d432c",2,"RN: Emergency Assessment",389,"A 55-year-old man has recently been diagnosed with hypertension. The provider orders a low-sodium diet for the patient. What should the nurse’s initial response be when the patient asks, “What does salt have to do with high blood pressure?”","“Too much salt in your diet can cause you to retain fluid, and that increases your blood pressure.”","cb41742d-03b2-481a-9546-3fec062a232d","Emergency","SME 2","SME 3"
"117","cdb7eb2a-8810-445a-9fa0-707ec634c5db",1,"RN: Cardiac Catheterization Lab Assessment",372,"Equalization of the right and left atrial pressures is seen with:","cardiac tamponade.","ffcfa165-191e-43b3-8451-df567033b0bc","Cardiac Catheterization","SME 2","SME 3"
"118","904cfd16-2758-466c-8b11-d6ad62bb19e4",1,"Allied: Pharmacy Technician: Hospital Assessment",288,"You have received a prescription that reads 2 gtt AU BID. What will be printed on the label placed on the prescription bottle?","Two drops in both ears two times daily","d7ebecd7-4fee-4bf2-adc3-4a3aa381a96f","Hospital","SME 2","SME 3"
"119","968f57d0-5085-46b4-8341-e528086e9216",2,"RN: Home Health Assessment",513,"A patient who had a stroke has right-sided weakness. When assisting the patient to walk, the home health nurse should stand:","on the patient’s right side.","d3097943-1f51-46e6-9940-3ceae4ce391d","Home Health","SME 2","SME 3"
"120","904cfd16-2758-466c-8b11-d6ad62bb19e4",1,"Allied: Pharmacy Technician: Hospital Assessment",288,"Flexeril&reg; is the brand name for cyclobenzaprine. The drug is use in the treatment of:","muscle spasm.","48a6b863-ea78-40b1-80f7-c14406e2752b","Pharmacy Aide","SME 2","SME 3"
"121","4c318720-943d-417d-9395-0e73f39398de",1,"RN: Oncology Assessment",483,"The purpose of performing a lumbar puncture on a 10-year-old patient with a diagnosis of leukemia is to:","determine whether leukemia has invaded the central nervous system.","780f0a96-ad21-4bed-b576-6715b2713835","Oncology","SME 2","SME 3"
"122","53fe3057-aa53-4a7a-938b-af51ec0ea425",2,"Allied: Medical Social Worker Assessment",428,"Intimate partner violence is a ____________ problem.","preventable","ccea7c63-3a8e-436a-acb4-3144d89510a6","Abuse","SME 2","SME 3"
"123","89e3e9fd-d2f4-43d4-8aed-dee4ed3f48cb",1,"Therapy: Physical Therapy Assistant (PTA) Assessment",260,"An active lifestyle is a factor in the development of hypomobility of soft tissue.","FALSE","18cf2d4f-0076-49be-8530-7b993f2f73e8","Physical Therapist Assistant","SME 2","SME 3"
"124","67d0b631-3493-44da-8cd6-54ba7f22dde8",1,"RN: Nursery Assessment",413,"In which of the following male newborns would circumcision be contraindicated?","Baby K., who has been diagnosed with hypospadias","d9f270f4-ceaa-4eeb-8ea2-c74e627e9ea4","Neonatal care","SME 2","SME 3"
"125","926e543f-1424-4a7a-ad25-354e123d335b",1,"RN: Medical-Surgical Assessment",520,"A patient is receiving gentamicin (Garamycin&reg;) IV for treatment of a wound infection. Knowing this drug is ototoxic, the nurse should:","instruct the patient to report any signs of tinnitus, dizziness, or difficulty hearing.","3737d64b-21cd-4a29-9ddf-539af40afdf9","Medical Surgical","SME 2","SME 3"
"126","67d0b631-3493-44da-8cd6-54ba7f22dde8",1,"RN: Nursery Assessment",413,"Which of the following breastfed infants could benefit most from the mother's use of a nipple shield?","Baby S., who is 37 weeks’ gestation and has an immature suck","41f645fd-ecef-4cd0-9d07-9292a70d6ce9","Neonatal care","SME 2","SME 3"
"127","e19c5705-fc7d-43fe-9399-a82b6f68d3cd",1,"Pharmacology: Pediatric RN Assessment",248,"Which of the following medication classes would be ordered to treat anaphylaxis?","Adrenergics","6950dcad-a20e-4e40-aa4a-5ccde4834209","Pediatric Care","SME 2","SME 3"
"128","cdb7eb2a-8810-445a-9fa0-707ec634c5db",1,"RN: Cardiac Catheterization Lab Assessment",372,"Patients should be warned about a possible painful burning sensation in the shoulder caused by injections into which of the following?","Internal mammary artery","e8fef442-1db4-47f6-989a-a8080c028693","Nursing: Registered Nurse - RN","SME 2","SME 3"
"129","7242a525-9b10-483d-9181-09df82a9730e",1,"RN: Corrections Assessment",398,"The Prison Rape Elimination Act (PREA) applies to all public and private institutions that house adult or juvenile offenders and is also relevant to community-based agencies. It addresses both inmate-on-inmate sexual abuse and staff sexual misconduct. Which statement is most correct?","Fewer juveniles were involved with both male and female staff than juveniles who were involved with female staff.","4110b14f-50f3-40cd-b406-e83cc9f67f74","Correctional Facility","SME 2","SME 3"
"130","904cfd16-2758-466c-8b11-d6ad62bb19e4",1,"Allied: Pharmacy Technician: Hospital Assessment",288,"You have received a prescription that reads 2 gtt AU BID. What will be printed on the label placed on the prescription bottle?","Two drops in both ears two times daily","4dfb402e-e761-4f2d-b380-4ee2112e71c8","Pharmacy Technician","SME 2","SME 3"
"131","67012535-ad91-47b8-b70c-2244d9e59529",1,"Therapy: Occupational Therapist (OT) Assessment",523,"The client has achieved full independence with ADLs, but she continues to display a flat affect. She was recently diagnosed with a major depressive disorder. In order to increase her health and well-being, it may be necessary to explore her:","social relationships.","f2abd223-5b76-4997-ba65-c297099b4953","Occupational Therapist","SME 2","SME 3"
"132","a888b897-f9f6-4856-94b9-291d0e25dac0",1,"Radiology: MRI Technologist Assessment",522,"The frequency difference between fat and water that can be used to specifically null the signal from either fat or water is called the:","chemical shift.","5a7b6e4c-983d-4907-b335-634656fcba5d","Radiologic Technologist","SME 2","SME 3"
"133","a709bd73-be3e-4c70-abe0-6fb4525e2358",1,"Allied: Behavioral Health Technician Assessment",479,"Which of the following is an example of an open-ended question?","“How can I help you achieve your goals?”","a3ac48b4-49d8-4e97-9ecd-9fc1941061c9","Psychiatric Care","SME 2","SME 3"
"134","9fd59f29-14be-4eec-9bc4-da1039af7fc6",1,"RN: Progressive Care Assessment",434,"On the horizontal axis of the ECG tracing paper, each small box is equal to:","0.04 seconds.","0923829a-3bda-4785-90e3-0dfbf5fa0ae3","Progressive Care","SME 2","SME 3"
"135","3d97d090-50b3-469f-a402-9bb921a76c5f",1,"RN: Pediatric Assessment",472,"The nurse is caring for a pediatric patient with paraplegia due to an all-terrain vehicle accident 2 years earlier. Currently, the patient is admitted with complications of pneumonia. The patient reports a terrible headache and blurred vision. The nurse quickly assesses the patient and finds an increased pulse rate, elevated blood pressure, and profuse sweating. The nurse knows that these symptoms most likely indicate:","autonomic dysreflexia.","16400cbb-7b45-49a0-9e2f-c19293064a14","Pediatric Disorders","SME 2","SME 3"
"136","f5cbc637-10bb-43e1-8413-2f64af5fe936",2,"RN: ICU Cardiovascular Assessment",379,"A patient was admitted to the CVICU with a diagnosis of acute MI. Her ECG shows ST-segment elevations in leads V1, V2, V3, and V4. After she is connected to the cardiac monitor, the nurse assesses that she has a third- degree heart block. Which of the following interventions will most effectively stabilize her cardiac rhythm?","Temporary pacemaker","2bd2754b-a64a-4a59-b70b-e958906449c7","Cardiac Care","SME 2","SME 3"
"137","68c2ff4d-7a34-4f70-bffc-afbfcfc19722",1,"RN: Perianesthesia Assessment",485,"A PCA pump is one method used in post-operative pain management. Which of the following is true regarding PCA?","It allows the patient to treat his/her pain.","bd0d1cb7-0b6f-40ed-94d3-56e04b21e38d","Nursing: Registered Nurse - RN","SME 2","SME 3"
"138","457d9418-4ec2-4c07-b062-c8c7e93eb588",1,"Pharmacology: RN Assessment",309,"A provider order has been received for a dobutamine (Dobutrex&reg;) drip at 7 mcg/kg/min. The patient&#39;s weight is 220 lbs. How many milligrams per hour should be given?","42 mg/hr","88303de6-2b31-4fc4-a52f-f40f1db67000","Pharmacology","SME 2","SME 3"
"139","f5cbc637-10bb-43e1-8413-2f64af5fe936",2,"RN: ICU Cardiovascular Assessment",379,"A 70-year-old woman is admitted to the CVICU. The nurse&#39;s assessment findings reveal jugular vein distension and bilateral clear breath sounds. Her ECG reveals ST segment elevation in leads II, III, and aVF; hemodynamic readings reveal BP 100/70, HR 110, PA 28/12, PCWP 12, CVP 18, CO<sub>2</sub> 4.4, CI 2.2. The type of myocardial infarction represented by the ECG changes is:","inferior wall.","6a333b06-e1b6-47e6-adfc-695d3817f230","Cardiac Disorders","SME 2","SME 3"
"140","5853516b-4c3f-4233-8e07-986eb370a933",1,"RN: ICU Trauma Assessment",473,"JP is admitted to the Trauma ICU with a left-sided subdural bleed. The trauma ICU nurse should contact the physician and anticipate emergent interventions if the intracranial pressure exceeds:","20-25 mmHg.","d1b67d79-bec3-4b62-9b02-0dc4689e0d66","Nursing: Registered Nurse - RN","SME 2","SME 3"
"141","8b82e5e0-004c-4868-a54e-8be898285796",3,"Allied: Dietician Assessment",480,"The wrong way to staunch flames caused by a grease fire in the kitchen is to:","douse with water.","576598c2-d980-4dc9-8fed-adc8dc70a085","HealthStream Assess","SME 2","SME 3"
"142","c52cbe38-6fa2-4c04-b21b-5c2315654ffd",1,"RN: Hospice/Palliative Care Assessment",512,"A patient has been given a 6-month prognosis and would like to die at home. The patient’s needs cannot be met in her home. The nurse may suggest placement in:","hospice care.","92eb9fc5-f9ee-499e-816b-fe1b9724d7ca","Nursing: Registered Nurse - RN","SME 2","SME 3"
"143","0d779224-1811-485c-947b-b5457e7d4245",1,"RN: Long-Term Care (LTC) Assessment",408,"Stress incontinence occurs when there is:","leakage of urine when coughing, sneezing, and laughing.","86f5117e-6ffd-4a82-bbf2-1d3210c4e2cd","Long Term Care","SME 2","SME 3"
"144","f63b305d-09ed-4220-a855-8f83d98a7bce",1,"RN: Postpartum Assessment",406,"Ms. T. is a 25-year-old patient who gave birth vaginally with epidural anesthesia. Eighteen hours ago, she developed a spinal headache; she just returned from having an epidural blood patch. Which of the following statements would the postpartum nurse expect to use during post-procedural teaching for this patient?","“Avoid straining with bowel movements so that you do not risk dislodging the blood patch.”","f2e00007-3108-4b45-916b-4ef5ce11429a","Postpartum","SME 2","SME 3"
"145","af86d3d8-27ff-4213-b478-82b2fa34a088",1,"Lab: Cytotechnologist Assessment",414,"A 56-year-old male presented with a hilar mass. A fine needle aspiration was performed; cells showed the following cytomorphological features: large atypical oval to polygonal cells, dense cytoplasm, centrally placed nuclei, and some keratinization with inflammatory and necrotic background. The nuclei are large and very pyknotic.  What is the most likely diagnosis?","Squamous cell carcinoma","a5cae67f-1ee7-46f3-853d-5b63563f2df8","Laboratory","SME 2","SME 3"
"146","af87f8f0-bece-4e2a-9afc-5b0624b4d196",1,"RN: ICU Surgical Assessment",415,"A patient in the surgical ICU was admitted after a low anterior pelvic resection of bowel due to extensive metastatic cancer. Today’s laboratory values include: WBC 16.8 with 20 bands, PLT 25, D-dimer 6250. The surgical ICU nurse notices bruising on the patient’s arms and legs. What diagnosis does the nurse suspect?","Disseminated intravascular coagulation","bdd51db8-c6dc-411a-af8a-f11b1c9ee34a","Medical Surgical","SME 2","SME 3"
"147","3d97d090-50b3-469f-a402-9bb921a76c5f",1,"RN: Pediatric Assessment",472,"The pediatric nurse is caring for a patient who took a large amount of acetaminophen (Tylenol®) in an attempt to commit suicide. This patient is wondering why she is still in the hospital when she “feels fine.” The nurse understands that damage can occur for 24-36 hours after an overdose to which vital organ?","Liver","b5636ad8-542f-4bd2-bb38-c2b97050c8a8","Nursing: Registered Nurse - RN","SME 2","SME 3"
"148","57be686f-1fd8-4fde-ba16-e31f75fb49d6",1,"RN: Acute Rehabilitation Assessment",373,"The most common cause of spinal cord injuries is:","motor vehicle accidents.","6405bedf-8670-44ee-9747-4cebbceac782","Nursing: Registered Nurse - RN","SME 2","SME 3"
"149","3ff08c60-5caf-4c76-8a22-d230ab85c542",2,"Allied: Cardiovascular Technologist Assessment",482,"Dyskinetic wall motion refers to:","motion opposite of normal.","996a3cec-473a-471b-93c4-ebf5c0e35232","Vascular Access","SME 2","SME 3"
"150","f63b305d-09ed-4220-a855-8f83d98a7bce",1,"RN: Postpartum Assessment",406,"Which of the following factors will delay normal involution?","Bladder distention","df3876ff-aaae-453c-a8cf-e630012222fe","Nursing: Registered Nurse - RN","SME 2","SME 3"
"151","9bc5091e-3d88-4095-bb77-da5cde62c871",2,"Radiology: CT Technologist Assessment",311,"How long would it take to inject 100 mL of fluids at a rate of 2.5 mL/second?","40 seconds","2b1ce13a-2114-4894-9da1-f5f09332cce8","HealthStream Assess","SME 2","SME 3"
"152","2d9d100a-6275-4955-bb5e-07baba91b6c9",2,"Lab: Histotechnologist Assessment",296,"In the Fite method for demonstration of <i>Mycobacterium leprae</i>, what color are the acid-fast organisms stained?","Red","c43173d3-fe5a-4cae-a44a-61f17aa6a522","Histotechnologists and Histologic Technician","SME 2","SME 3"
"153","9bc5091e-3d88-4095-bb77-da5cde62c871",2,"Radiology: CT Technologist Assessment",311,"A delayed scan of the lower extremities is routinely acquired following a CTA of the pulmonary arteries in order to detect:","deep vein thrombosis.","0cc9150b-95fe-4289-9132-db5669698182","Radiology: CT Technologist Assessment","SME 2","SME 3"
"154","67dfb286-67bf-4e7f-bd9e-37554b21d68b",1,"Therapy: Physical Therapist (PT) Assessment",471,"Which one of the following is a hip extensor muscle?","Adductor magnus","07cc798f-348c-4fd0-9573-ec9863710c63","Orthopedic Care","SME 2","SME 3"
"155","53fe3057-aa53-4a7a-938b-af51ec0ea425",2,"Allied: Medical Social Worker Assessment",428,"The HCAHPS survey is the first national standardized publicly reported survey of:","patients' perspectives on hospital care.","188ad74b-8f7b-44d0-9c5e-7c6992d746bb","Social Worker","SME 2","SME 3"
"156","6f8b3528-1427-450f-92f4-6fc159f6b0a3",1,"Radiology: Radiology Technologist Assessment",261,"Light waves, radio waves, and x-rays are energy waves grouped according to wavelengths. This grouping of wavelengths is called the:","electromagnetic spectrum.","44e2c02b-edd8-4e42-b610-0d6a5b76c26e","Radiologic Tests","SME 2","SME 3"
"157","0d779224-1811-485c-947b-b5457e7d4245",1,"RN: Long-Term Care (LTC) Assessment",408,"Mr. Lambert is an 84-year-old male with congestive heart failure. He has needed assistance with showering since admission, but the nursing aide just informed the nurse that Mr. Lambert is so fatigued after his showers that it is very difficult for him to get back into his bed and he has almost fallen several times. He is frequently too fatigued to make it down to the dining room for lunch and stays in bed until dinner. Which of the following should the nurse do first when updating the plan of care for Mr. Lambert?","Discuss the change in status with Mr. Lambert. Give him some possible options and ask him how he would like to proceed.","82c36f70-3a73-433a-ae3a-455dc7d06675","Nursing: Registered Nurse - RN","SME 2","SME 3"
"158","5a063a46-9f0b-4883-a2b8-ab40f96ec824",1,"RN: ICU Medical Assessment",433,"The medical ICU nurse recognizes that signs and symptoms of diabetic ketoacidosis (DKA) include:","fruity breath, deep, rapid breathing, and positive ketones.","696155c4-7548-4fac-ad72-1d08806822c7","Medical Surgical","SME 2","SME 3"
"159","c56ed192-a6d1-44f6-a7ae-70369a9687bf",1,"Lab: Medical Technologist (MT) Assessment",395,"What do the rapid plasma reagin (RPR) test and the Venereal Disease Research Laboratory (VDRL) test detect in the patient’s serum?","Anticardiolipin antibody","b680246b-a7d5-45c8-82de-ee25a8c6fe22","Medical Technologist","SME 2","SME 3"
"160","fcac8de3-1cf1-4f55-80c7-311c445ae49c",1,"Fetal Monitoring Assessment",225,"<img src='http://www.healthstream.com/content/nursecompetency/FetalMonitoring/2.jpg' border='0' /> <br/>The patient with the above FHR tracing is 31 weeks pregnant and comes to the hospital complaining of “leaking fluid” for the past 24 hours. Her vital signs are: Temperature: 99.8, Pulse: 100, R: 24, BP: 102/54. She also complains of abdominal pain and some nausea. What is your initial interpretation of this tracing?","FHR baseline 180, minimal variability, late decelerations","07e0908b-c134-49ab-8c99-34ac5abcf330","Nursing: Registered Nurse - RN","SME 2","SME 3"
"161","67dfb286-67bf-4e7f-bd9e-37554b21d68b",1,"Therapy: Physical Therapist (PT) Assessment",471,"Carpal tunnel syndrome is a collection of symptoms caused by the compression of the ____________ nerve.","median","fa3c49f3-cc13-4096-9ada-5718001c5b10","Physical Therapist","SME 2","SME 3"
"162","551aa182-168f-4459-a332-f8b3580c55f1",1,"Lab: Medical Lab Technician (MLT) Assessment",394,"Which of the following is true of ABO grouping?","ABO antibodies are usually of the IgM class.","2f6a9120-b640-491b-8740-0f1df703cc1a","Laboratory","SME 2","SME 3"
"163","a888b897-f9f6-4856-94b9-291d0e25dac0",2,"Radiology: MRI Technologist Assessment",522,"A type of substance that, like iron, exhibits strong attraction and alignment when it comes into contact with a magnetic field is called:","ferromagnetic.","a9fa9103-fae9-459b-b020-837a957251a5","Magnetic Resonance Imaging Technologist","SME 2","SME 3"
